chart_id	source_id	source_label	source_nodetype	target_id	target_label	target_nodetype	edge_label	edge_type	confidence	rationale	prior_type	prior_confidence	label_was_placeholder
ecoli_tca_cycle	A29	E3: LpdA - dihydrolipoyl dehydrogenase shared with PDH	protein	A30	Substrates available?	gate		proceeds	high	isoform/branch gate along pathway	proceeds	high	false
ecoli_tca_cycle	A30	Substrates available?	gate	A31	Complex reaction proceeds	complex	α-KG + NAD+ + CoA	proceeds	high	isoform/branch gate along pathway	proceeds	high	false
ecoli_tca_cycle	A30	Substrates available?	gate	Wait1	Wait for substrates	other	Missing substrate	proceeds	high	isoform/branch gate along pathway	proceeds	high	false
ecoli_tca_cycle	Wait1	Wait for substrates	other	A30	Substrates available?	gate		proceeds	high	wait loop until substrates present	proceeds	high	false
ecoli_tca_cycle	A31	Complex reaction proceeds	complex	A32	α-Ketoglutarate + NAD+ + CoA-SH → Succinyl-CoA + CO2 + NADH	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A32	α-Ketoglutarate + NAD+ + CoA-SH → Succinyl-CoA + CO2 + NADH	metabolite	A33	Second CO2 released, second NADH	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A33	Second CO2 released, second NADH	metabolite	A34	Succinyl-CoA formed - high energy thioester	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A34	Succinyl-CoA formed - high energy thioester	metabolite	A35	Succinyl-CoA fate	metabolite		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A35	Succinyl-CoA fate	metabolite	A36	Porphyrin synthesis	other	Biosynthetic	proceeds	high	isoform/branch gate along pathway	proceeds	high	false
ecoli_tca_cycle	A35	Succinyl-CoA fate	metabolite	A37	Step 5: Succinyl-CoA Synthetase SucCD	metabolite	Oxidative - continue	proceeds	high	pathway step to enzyme/process	proceeds	high	false
ecoli_tca_cycle	A36	Porphyrin synthesis	other	A38	Biosynthetic withdrawal for heme	other		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A37	Step 5: Succinyl-CoA Synthetase SucCD	metabolite	A39	Succinyl-CoA + GDP + Pi → Succinate + CoA + GTP	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A39	Succinyl-CoA + GDP + Pi → Succinate + CoA + GTP	metabolite	A40	Substrate-level phosphorylation - only ATP equivalent	metabolite		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A40	Substrate-level phosphorylation - only ATP equivalent	metabolite	A41	GTP formed can phosphorylate ADP	other		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A41	GTP formed can phosphorylate ADP	other	A42	Step 6: Succinate Dehydrogenase SdhABCD	metabolite		proceeds	high	pathway step to enzyme/process	proceeds	high	false
ecoli_tca_cycle	A42	Step 6: Succinate Dehydrogenase SdhABCD	metabolite	A43	Membrane-bound complex II	complex		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A43	Membrane-bound complex II	complex	A44	Contains FAD, Fe-S clusters, heme b	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A44	Contains FAD, Fe-S clusters, heme b	other	A45	Succinate + FAD → Fumarate + FADH2	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A45	Succinate + FAD → Fumarate + FADH2	metabolite	A46	FADH2 directly feeds electrons to quinone pool	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A46	FADH2 directly feeds electrons to quinone pool	other	A47	Part of electron transport chain	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A47	Part of electron transport chain	other	A48	Oxygen availability?	gate		proceeds	high	isoform/branch gate along pathway	proceeds	high	false
ecoli_tca_cycle	A48	Oxygen availability?	gate	A49	Electrons to O2 via ETC	other	Aerobic	proceeds	high	isoform/branch gate along pathway	proceeds	high	false
ecoli_tca_cycle	A48	Oxygen availability?	gate	A50	Reverse to fumarate reductase FrdABCD	metabolite	Anaerobic	proceeds	high	isoform/branch gate along pathway	proceeds	high	false
ecoli_tca_cycle	A50	Reverse to fumarate reductase FrdABCD	metabolite	A51	Fumarate → Succinate using NADH	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A51	Fumarate → Succinate using NADH	metabolite	A52	Anaerobic respiration with fumarate as acceptor	metabolite		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A49	Electrons to O2 via ETC	other	A53	Step 7: Fumarase FumABC	other		proceeds	high	pathway step to enzyme/process	proceeds	high	false
ecoli_tca_cycle	A53	Step 7: Fumarase FumABC	other	A54	Which fumarase?	gate		proceeds	high	isoform/branch gate along pathway	proceeds	high	false
ecoli_tca_cycle	A54	Which fumarase?	gate	A55	Class I fumarase	other	FumA - aerobic	proceeds	high	isoform/branch gate along pathway	proceeds	high	false
ecoli_tca_cycle	A54	Which fumarase?	gate	A56	Class I fumarase	other	FumB - all conditions	proceeds	high	isoform/branch gate along pathway	proceeds	high	false
ecoli_tca_cycle	A54	Which fumarase?	gate	A57	Class II fumarase	other	FumC - aerobic Fe-S resistant	proceeds	high	isoform/branch gate along pathway	proceeds	high	false
ecoli_tca_cycle	A55	Class I fumarase	other	A58	Fumarate + H2O ⇌ L-Malate	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A56	Class I fumarase	other	A58	Fumarate + H2O ⇌ L-Malate	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A57	Class II fumarase	other	A58	Fumarate + H2O ⇌ L-Malate	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A58	Fumarate + H2O ⇌ L-Malate	metabolite	A59	L-Malate formed	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A59	L-Malate formed	metabolite	A60	Step 8: Malate Dehydrogenase Mdh	metabolite		proceeds	high	pathway step to enzyme/process	proceeds	high	false
ecoli_tca_cycle	A60	Step 8: Malate Dehydrogenase Mdh	metabolite	A61	L-Malate + NAD+ ⇌ Oxaloacetate + NADH + H+	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A61	L-Malate + NAD+ ⇌ Oxaloacetate + NADH + H+	metabolite	A62	Third NADH produced	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A62	Third NADH produced	metabolite	A63	Oxaloacetate regenerated	metabolite		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A63	Oxaloacetate regenerated	metabolite	A64	Cycle complete - ready for next acetyl-CoA	metabolite		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A64	Cycle complete - ready for next acetyl-CoA	metabolite	A65	Continue cycling?	gate		proceeds	high	isoform/branch gate along pathway	proceeds	high	false
ecoli_tca_cycle	A65	Continue cycling?	gate	A3	Step 1: Citrate Synthase GltA	metabolite	Yes - acetyl-CoA available	proceeds	high	cycle continue back to citrate synthase	proceeds	high	false
ecoli_tca_cycle	A65	Continue cycling?	gate	End1	Cycle paused	other	No	proceeds	high	isoform/branch gate along pathway	proceeds	high	false
ecoli_tca_cycle	A21	First CO2 released, first NADH/NADPH	metabolite	A66	Reducing equivalents summary per cycle	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A33	Second CO2 released, second NADH	metabolite	A66	Reducing equivalents summary per cycle	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A40	Substrate-level phosphorylation - only ATP equivalent	metabolite	A66	Reducing equivalents summary per cycle	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A46	FADH2 directly feeds electrons to quinone pool	other	A66	Reducing equivalents summary per cycle	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A62	Third NADH produced	metabolite	A66	Reducing equivalents summary per cycle	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A66	Reducing equivalents summary per cycle	other	A67	3 NADH produced	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A67	3 NADH produced	metabolite	A68	1 FADH2 produced	other		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A68	1 FADH2 produced	other	A69	1 GTP produced	other		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A69	1 GTP produced	other	A70	2 CO2 released	other		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A70	2 CO2 released	other	A71	Total: 3 NADH + 1 FADH2 + 1 GTP = ~10 ATP from ETC	metabolite		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A71	Total: 3 NADH + 1 FADH2 + 1 GTP = ~10 ATP from ETC	metabolite	End2	Energy and biosynthetic output	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A25	Biosynthetic withdrawal for amino acids	other	A72	Biosynthetic outputs	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A38	Biosynthetic withdrawal for heme	other	A72	Biosynthetic outputs	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A72	Biosynthetic outputs	other	A73	α-KG → Glu → Pro, Arg	other		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A73	α-KG → Glu → Pro, Arg	other	A74	Succinyl-CoA → Heme	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A74	Succinyl-CoA → Heme	metabolite	A75	Oxaloacetate → Asp → Asn, Met, Thr, Ile, Lys	metabolite		produces	high	reaction yields metabolite/product	produces	high	false
ecoli_tca_cycle	A75	Oxaloacetate → Asp → Asn, Met, Thr, Ile, Lys	metabolite	End3	Biosynthetic precursors	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A52	Anaerobic respiration with fumarate as acceptor	metabolite	A76	Anaerobic TCA cycle modifications	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A76	Anaerobic TCA cycle modifications	other	A77	Glyoxylate shunt bypasses CO2 steps	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tca_cycle	A77	Glyoxylate shunt bypasses CO2 steps	other	End4	Alternative modes	other		proceeds	high	TCA process step advances	proceeds	high	false
ecoli_tryptophan_biosynthesis	A	Chorismate	metabolite	B	Shikimate Pathway Product	other		proceeds	high	Chorismate (shikimate product) enters trp pathway; material/pathway advance	UNTYPABLE	low	true
ecoli_tryptophan_biosynthesis	B	Shikimate Pathway Product	other	C	TrpE/D Anthranilate Synthase	metabolite		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	C	TrpE/D Anthranilate Synthase	metabolite	D	AND: Chorismate + Gln AND TrpE/D?	gate		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	D	AND: Chorismate + Gln AND TrpE/D?	gate	E	\Synthesis Blocked	other	No	proceeds	high	gate fail blocks synthesis	proceeds	high	false
ecoli_tryptophan_biosynthesis	D	AND: Chorismate + Gln AND TrpE/D?	gate	F	TrpE Amidotransferase	other	Yes	proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	F	TrpE Amidotransferase	other	G	Glutamine → Glutamate + NH3	other		produces	high	biosynthetic reaction product	produces	high	false
ecoli_tryptophan_biosynthesis	G	Glutamine → Glutamate + NH3	other	H	NH3 Attacks Chorismate	metabolite		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	H	NH3 Attacks Chorismate	metabolite	I	Anthranilate Formation	metabolite		produces	high	biosynthetic reaction product	produces	high	false
ecoli_tryptophan_biosynthesis	I	Anthranilate Formation	metabolite	J	Pyruvate Released	other		produces	high	biosynthetic reaction product	produces	high	false
ecoli_tryptophan_biosynthesis	I	Anthranilate Formation	metabolite	K	TrpD Phosphoribosyltransferase	other		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	K	TrpD Phosphoribosyltransferase	other	L	AND: Anthranilate + PRPP AND TrpD?	gate		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	L	AND: Anthranilate + PRPP AND TrpD?	gate	E	\Synthesis Blocked	other	No	proceeds	high	gate fail blocks synthesis	proceeds	high	false
ecoli_tryptophan_biosynthesis	L	AND: Anthranilate + PRPP AND TrpD?	gate	M	PRPP Transfer	other	Yes	proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	M	PRPP Transfer	other	N	N-5'-Phosphoribosyl-anthranilate	metabolite		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	N	N-5'-Phosphoribosyl-anthranilate	metabolite	O	PPi Released	other		produces	high	biosynthetic reaction product	produces	high	false
ecoli_tryptophan_biosynthesis	N	N-5'-Phosphoribosyl-anthranilate	metabolite	P	TrpF Phosphoribosylanthranilate Isomerase	metabolite		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	P	TrpF Phosphoribosylanthranilate Isomerase	metabolite	Q	Amadori Rearrangement	other		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	Q	Amadori Rearrangement	other	R	1-O-Carboxyphenylamino-1-deoxyribulose-5-P	other		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	R	1-O-Carboxyphenylamino-1-deoxyribulose-5-P	metabolite	S	CDRP	metabolite		produces	high	PRA intermediate converted to CDRP (TrpF/TrpC path product)	UNTYPABLE	low	true
ecoli_tryptophan_biosynthesis	S	CDRP	metabolite	T	TrpC Indole-3-Glycerol-P Synthase	metabolite		proceeds	high	CDRP substrate to TrpC Indole-3-Glycerol-P Synthase; pathway step	proceeds	high	true
ecoli_tryptophan_biosynthesis	T	TrpC Indole-3-Glycerol-P Synthase	metabolite	U	Ring Closure + Decarboxylation	other		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	U	Ring Closure + Decarboxylation	other	V	Indole-3-Glycerol Phosphate	metabolite		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	V	Indole-3-Glycerol Phosphate	metabolite	W	CO2 Released	other		produces	high	biosynthetic reaction product	produces	high	false
ecoli_tryptophan_biosynthesis	V	Indole-3-Glycerol Phosphate	metabolite	X	TrpA/B Tryptophan Synthase	metabolite		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	X	TrpA/B Tryptophan Synthase	metabolite	Y	AND: TrpA α-Subunit AND TrpB β-Subunit?	gate		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	Y	AND: TrpA α-Subunit AND TrpB β-Subunit?	gate	E	\Synthesis Blocked	other	No	proceeds	high	gate fail blocks synthesis	proceeds	high	false
ecoli_tryptophan_biosynthesis	Y	AND: TrpA α-Subunit AND TrpB β-Subunit?	gate	Z	α2β2 Tetramer	complex	Yes	proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	Z	α2β2 Tetramer	complex	AA	TrpA: IGP → Indole + G3P	metabolite		produces	high	biosynthetic reaction product	produces	high	false
ecoli_tryptophan_biosynthesis	AA	TrpA: IGP → Indole + G3P	metabolite	AB	Indole Intermediate	metabolite		produces	high	biosynthetic reaction product	produces	high	false
ecoli_tryptophan_biosynthesis	AB	Indole Intermediate	metabolite	AC	Indole Channeled to TrpB	metabolite		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	AC	Indole Channeled to TrpB	metabolite	AD	TrpB: Serine Dehydration	other		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	AD	TrpB: Serine Dehydration	other	AE	Serine + PLP → Aminoacrylate	other		produces	high	biosynthetic reaction product	produces	high	false
ecoli_tryptophan_biosynthesis	AE	Serine + PLP → Aminoacrylate	other	AF	Indole + Aminoacrylate	metabolite		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	AF	Indole + Aminoacrylate	metabolite	AG	C-C Bond Formation	other		produces	high	biosynthetic reaction product	produces	high	false
ecoli_tryptophan_biosynthesis	AG	C-C Bond Formation	other	AH	L-Tryptophan	metabolite		produces	high	C-C bond formation yields L-Tryptophan	proceeds	high	true
ecoli_tryptophan_biosynthesis	AH	L-Tryptophan	metabolite	AI	PLP Regenerated	other		produces	med	Trp synthase reaction regenerates PLP cofactor as side product	UNTYPABLE	low	true
ecoli_tryptophan_biosynthesis	AH	L-Tryptophan	metabolite	AJ	Tryptophan Accumulation	metabolite		proceeds	high	L-Tryptophan to accumulation pool; same molecule state advance	proceeds	high	true
ecoli_tryptophan_biosynthesis	AJ	Tryptophan Accumulation	metabolite	AK	OR: Trp Level?	gate		proceeds	high	biosynthetic pathway step	proceeds	high	false
ecoli_tryptophan_biosynthesis	AK	OR: Trp Level?	gate	AL	Trp Binds TrpR	TF	High	induces	high	high Trp binds/activates TrpR	induces	high	false
ecoli_tryptophan_biosynthesis	AK	OR: Trp Level?	gate	AM	\TrpR Inactive	TF	Low	proceeds	high	low Trp leaves TrpR inactive	proceeds	high	false
ecoli_tryptophan_biosynthesis	AL	Trp Binds TrpR	TF	AN	TrpR-Trp Complex	TF		induces	high	Trp-TrpR complex formation	induces	high	false
ecoli_tryptophan_biosynthesis	AN	TrpR-Trp Complex	TF	AO	TrpR Binds trp Operator	promoter		represses	high	TrpR complex binds operator	represses	high	false
ecoli_tryptophan_biosynthesis	AO	TrpR Binds trp Operator	promoter	AP	trp Operon Repression	other		represses	high	operator binding represses operon	represses	high	false
ecoli_tryptophan_biosynthesis	AP	trp Operon Repression	other	AQ	No Transcription	other		represses	high	repression yields no transcription	represses	high	false
ecoli_tryptophan_biosynthesis	AM	\TrpR Inactive	TF	AR	No Repression	other		activates	med	inactive repressor permits expression	activates	med	false
ecoli_tryptophan_biosynthesis	AR	No Repression	other	AS	trp Operon Transcription	gene		activates	high	no repression allows transcription	activates	high	false
ecoli_tryptophan_biosynthesis	AS	trp Operon Transcription	gene	AT	TrpEDCBA mRNA	other		produces	high	transcription produces TrpEDCBA mRNA	produces	high	false
ecoli_tryptophan_biosynthesis	AT	TrpEDCBA mRNA	other	AU	Enzyme Synthesis	protein		produces	high	mRNA produces biosynthetic enzymes	produces	high	false
ecoli_tryptophan_biosynthesis	AU	Enzyme Synthesis	protein	C	TrpE/D Anthranilate Synthase	metabolite		produces	high	enzymes re-enter pathway — pollution edge	produces	high	false
ecoli_tryptophan_biosynthesis	AS	trp Operon Transcription	gene	AV	trpL Leader Sequence	other		proceeds	high	transcription includes leader sequence	proceeds	high	false
ecoli_tryptophan_biosynthesis	AV	trpL Leader Sequence	other	AW	OR: Trp-tRNA Charged?	gate		proceeds	med	trp pathway advance default	proceeds	med	false
ecoli_tryptophan_biosynthesis	AW	OR: Trp-tRNA Charged?	gate	AX	Ribosome Fast Through Leader	other	Yes - High Trp	proceeds	high	high Trp-tRNA attenuation branch	proceeds	high	false
ecoli_tryptophan_biosynthesis	AW	OR: Trp-tRNA Charged?	gate	AY	Ribosome Stalls at Trp Codons	other	No - Low Trp	proceeds	med	low Trp-tRNA stalling branch	proceeds	med	false
ecoli_tryptophan_biosynthesis	AX	Ribosome Fast Through Leader	other	AZ	Stem-Loop 3:4 Forms	other		proceeds	high	fast ribosome to terminator fold	proceeds	high	false
ecoli_tryptophan_biosynthesis	AZ	Stem-Loop 3:4 Forms	other	BA	Terminator Hairpin	other		proceeds	high	stem-loop to terminator	proceeds	high	false
ecoli_tryptophan_biosynthesis	BA	Terminator Hairpin	other	BB	Transcription Terminated	other		represses	high	terminator aborts transcription	represses	high	false
ecoli_tryptophan_biosynthesis	BB	Transcription Terminated	other	AQ	No Transcription	other		represses	high	termination to no-transcription state	represses	high	false
ecoli_tryptophan_biosynthesis	AY	Ribosome Stalls at Trp Codons	other	BC	Stem-Loop 2:3 Forms	other		proceeds	high	stall to antiterminator fold	proceeds	high	false
ecoli_tryptophan_biosynthesis	BC	Stem-Loop 2:3 Forms	other	BD	Antiterminator	other		proceeds	high	2:3 antiterminator forms	proceeds	high	false
ecoli_tryptophan_biosynthesis	BD	Antiterminator	other	BE	Transcription Continues	other		activates	high	antiterminator allows transcription	activates	high	false
ecoli_tryptophan_biosynthesis	BE	Transcription Continues	other	AT	TrpEDCBA mRNA	other		produces	high	continued transcription yields mRNA	produces	high	false
ecoli_tryptophan_biosynthesis	AH	L-Tryptophan	metabolite	BF	OR: Trp Fate?	gate		proceeds	high	L-Tryptophan to OR Trp Fate gate; metabolite to decision	UNTYPABLE	low	true
ecoli_tryptophan_biosynthesis	BF	OR: Trp Fate?	gate	BG	tRNA-Trp Charging	other	Protein Synthesis	proceeds	med	downstream fate/signaling branch	proceeds	med	false
ecoli_tryptophan_biosynthesis	BF	OR: Trp Fate?	gate	BH	NAD+ Synthesis via Kynurenine	other	Biosynthesis	proceeds	med	downstream fate/signaling branch	proceeds	med	false
ecoli_tryptophan_biosynthesis	BF	OR: Trp Fate?	gate	BI	Indole Production	metabolite	Secondary Metabolite	proceeds	med	downstream fate/signaling branch	proceeds	med	false
ecoli_tryptophan_biosynthesis	BG	tRNA-Trp Charging	other	BJ	Translation	other		activates	med	tRNA-Trp charging enables Translation (capacity to act)	proceeds	med	true
ecoli_tryptophan_biosynthesis	BH	NAD+ Synthesis via Kynurenine	other	BK	NAD+ Cofactor	other		proceeds	med	downstream fate/signaling branch	proceeds	med	false
ecoli_tryptophan_biosynthesis	BI	Indole Production	metabolite	BL	Indole Signaling	metabolite		proceeds	med	downstream fate/signaling branch	proceeds	med	false
ecoli_tryptophan_biosynthesis	BJ	Translation	other	BM	Proteins	other		produces	high	Translation produces Proteins	proceeds	med	true
